"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"BW8WIVUW","journalArticle","2012","Lui PP; Cheng YY; Yung SH; Hung AS; Chan KM","A randomized controlled trial comparing bone mineral density changes of three different ACL reconstruction techniques.","Knee","","","10.1016/j.knee.2012.02.005","","INTRODUCTION: This study aimed to compare the changes in bone mineral density (BMD) of three different ACL reconstruction (ACLR) techniques and its association with early clinical and functional outcomes. METHODS: Sixty-two male adult patients undergoing primary ACLR were prospectively parallel randomized to bone-patellar tendon-bone graft (BPTB), single-bundle (HT-SB) or double-bundle (HT-DB) hamstring graft. BMD (primary outcome) at the proximal tibia, distal femur, femoral neck and trochanteric region was measured blindly at day 1, 3 months, 5 months and 1 year after surgery. KT-1000, Lysholm, IKDC, one-leg hop test and Lachman test were performed blindly at baseline and 1 year post-reconstruction. RESULTS: There was a significant bone loss at the injured knee and hip at 3 and 5 months which was reversible at the knee, but not at the hip, at 1 year post-operation. There was a significant improvement of early clinical and functional outcomes at 1 year. No significant differences in bone loss was detected among different surgical techniques, except BMD loss at the femoral neck, though a trend of greater BMD loss in the HT-SB group at 5 months after reconstruction was observed. There was a significant positive correlation between BMD at the distal femur and the single-leg hop distance at 1 year. CONCLUSION: In conclusion, the three surgical techniques were similar in transient bone loss at the knee region, irreversible bone loss at the hip, early clinical and functional outcomes up to 1 year post-reconstruction. BMD at the distal femur was positively associated with the single-leg hop distance at 1 year post-reconstruction.","2012","2026-07-23 01:39:09","2026-07-23 01:39:09","","779-85","","6","19","","Knee","","","","","","","Netherlands","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JKP99QF7","journalArticle","2013","Gifstad T; Sole A; Strand T; Uppheim G; Grøntvedt T; Drogset JO","Long-term follow-up of patellar tendon grafts or hamstring tendon grafts in endoscopic ACL reconstructions.","Knee Surg Sports Traumatol Arthrosc","","","10.1007/s00167-012-1947-0","","PURPOSE: Several studies compare the short- and long-term results of anterior cruciate ligament (ACL) reconstruction using bone-patellar tendon-bone (BPTB) graft or double-looped semitendinosus and gracilis (DLSG) graft. However, no studies evaluate the long-term results of BPTB grafts fixed with metal interference screws and DLSG grafts fixed with the Bone Mulch Screw and the Washer Loc. This prospective randomized multicentre study has the null hypothesis that there is no difference in long-term outcome between the two procedures. METHODS: A total of 114 patients with a symptomatic ACL rupture were randomized to reconstruction with either a BPTB graft (N = 58) or a DLSG graft (N = 56). Follow-up was conducted after one, two and seven years. At the seven-year follow-up, 102 of the 114 patients (89%) were available for evaluation; however, 16 of these by telephone-interview only. RESULTS: Ten patients in the BPTB group and 19 patients in the DLSG group underwent additional knee surgery (P = 0.048), two and three, respectively, of these were ACL revisions (n.s.). The total flexion work was lower in the DLSG group (P = 0.001). The mean peak flexion torque and extension work, however, showed no difference between the groups. No significant differences were found between the groups regarding the Tegner activity score, the Lysholm functional score, the Knee injury and osteoarthritis outcome score (KOOS), subjective knee function, anterior knee pain or mobility. There was no significant difference in laxity between the groups on the Lachman test or the KT-1,000 maximum manual force test. CONCLUSIONS: Both grafts and fixation methods resulted in satisfactory subjective outcome and objective stability. Both these methods can therefore be considered as suitable alternatives for ACL reconstructions. LEVEL OF EVIDENCE: II.","2013","2026-07-23 01:39:09","2026-07-23 01:39:09","","576-83","","3","21","","Knee Surg Sports Traumatol Arthrosc","","","","","","","Germany","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PBJEXGVB","journalArticle","2011","Sajovic M; Strahovnik A; Dernovsek MZ; Skaza K","Quality of life and clinical outcome comparison of semitendinosus and gracilis tendon versus patellar tendon autografts for anterior cruciate ligament reconstruction: an 11-year follow-up of a randomized controlled trial.","Am J Sports Med","","","10.1177/0363546511411702","","BACKGROUND: There are still controversies about graft selection for primary anterior cruciate ligament reconstruction. Prospective, randomized long-term studies are needed to determine the differences between the graft materials. HYPOTHESIS: Eleven years after anterior cruciate ligament reconstruction there is no difference in functional outcome and quality of life between patients with patellar tendon or hamstring tendon autografts; however, the patients with patellar tendon autograft would have a higher prevalence of osteoarthritis. STUDY DESIGN: Randomized controlled trial; Level of evidence, 2. METHODS: From June 1999 to March 2000, 64 patients were included in this prospective study. A single surgeon performed primary arthroscopically assisted anterior cruciate ligament reconstruction in an alternating sequence. In 32 patients, anterior cruciate ligament reconstruction was performed with hamstring tendon autograft (semitendinosus and gracilis [STG] group) while in the other 32 patients the reconstruction was performed with patellar tendon autograft (PT group). RESULTS: At the 11-year follow-up, no statistically significant differences were seen with respect to the Lysholm score and Short Form-36, KT-1000 arthrometer laxity testing, anterior knee pain, single-legged hop test, or International Knee Documentation Committee (IKDC) classification results. Positive pivot-shift test (1+) was significantly more frequent in the PT group (P = .036). Twenty-two patients (81%) in the STG group and 18 patients (72%) in the PT group were still at their preinjury level of activity. Graft rupture occurred in 2 patients from the STG group (6%) and in 4 patients from the PT (12%). Grade B and C abnormal radiographic findings were seen in 84% (21 of 25) of patients in the PT group and in 63% (17 of 27) of patients in the STG group (P = .008). CONCLUSION: Both hamstring and patellar tendon autografts provided good subjective outcomes and objective stability at 11 years. Positive pivot-shift test (1+) was significantly more frequent in the PT group. No significant differences in the rate of graft failure were identified. Patients with patellar tendon graft had a greater prevalence of osteoarthritis at 11 years after surgery.","2011","2026-07-23 01:39:09","2026-07-23 01:39:09","","2161-9","","10","39","","Am J Sports Med","","","","","","","United States","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3S9CJ9NI","journalArticle","2011","Wipfler B; Donner S; Zechmann CM; Springer J; Siebold R; Paessler HH","Anterior cruciate ligament reconstruction using patellar tendon versus hamstring tendon: a prospective comparative study with 9-year follow-up.","Arthroscopy","","","10.1016/j.arthro.2011.01.015","","PURPOSE: To analyze the long-term evaluation of clinical, functional, and magnetic resonance imaging (MRI) results after implant-free press-fit anterior cruciate ligament (ACL) reconstruction with bone-patella tendon (BPT) versus quadrupled hamstring tendon (HT) grafts. METHODS: Sixty-two ACL-insufficient patients were included in a prospective, randomized study (31 BPT and 31 HT). Both surgical procedures were performed without any implants by a press-fit technique by the senior author. The femoral tunnel was drilled through the anteromedial portal for anatomic placement. At 8.8 years after reconstruction, 53 patients (28 BPT and 25 HT) were examined by different clinical and functional tests. Bilateral MRI scans were performed and interpreted by an independent radiologist. RESULTS: On follow-up, the score on the International Knee Documentation Committee evaluation form was significantly better in the HT group. The clinical examination including range of motion, KT-1000 test (MEDmetric, San Diego, CA), and pivot-shift test showed no significant differences. On isokinetic testing, the mean quadriceps strength was close to normal (96%) in both groups, but the hamstring strength was lower in the HT group (100.3%/95.1%). Kneeling (1.5/1.1, P = .002), knee walking (1.72/1.14, P = .002), and single-leg hop test (95.8%/99.1%, P = .057) were better in the HT group. The MRI findings about the mean degree of cartilage lesion (International Cartilage Repair Society protocol) of the operated (2.1/2.1) and nonoperated (1.4/1.8) knee showed no significant differences. No significant difference was found in the grade of medial or lateral meniscal lesion or the number of patients having meniscal lesions when the operated and nonoperated knees were compared. Tunnel measurements, Caton-Deschamps Index, and the sagittal ACL angle were similar. CONCLUSIONS: The implant-free press-fit technique for anterior cruciate ligament reconstruction by use of bone-patellar tendon and hamstring grafts with anatomic graft placement is an innovative technique to preserve the cartilage and meniscal status without significant differences between the operated and nonoperated knees in the long term. Significantly less anterior knee pain was noted in the hamstring group, when testing for kneeling and knee walking. LEVEL OF EVIDENCE: Level II, prospective comparative study.","2011","2026-07-23 01:39:09","2026-07-23 01:39:09","","653-65","","5","27","","Arthroscopy","","","","","","","United States","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5TNAN7BN","journalArticle","2011","Noh JH; Yi SR; Song SJ; Kim SW; Kim W","Comparison between hamstring autograft and free tendon Achilles allograft: minimum 2-year follow-up after anterior cruciate ligament reconstruction using EndoButton and Intrafix.","Knee Surg Sports Traumatol Arthrosc","","","10.1007/s00167-010-1388-6","","PURPOSE: This study is to compare the clinical and radiographic results of anterior cruciate ligament (ACL) reconstruction with four-stranded autogenous hamstring tendon and two-stranded free tendon Achilles allograft fixed with EndoButton in the femoral tunnel and Intrafix in the tibial tunnel. MATERIALS AND METHODS: 106 patients diagnosed with ACL rupture underwent ACL reconstruction. Autogenous hamstring tendon was used in 33 patients (group I) and free tendon Achilles allografts were used in 32 patients (group II). Median age was 23 years old (20-51) in group I and 22 years old (20-55) in group II. Range of motion, Lachman test, Pivot shift test, IKDC score, Lysholm score and side-to-side difference (SSD) were evaluated preoperatively and at the last follow-up. Tegner activity scale was evaluated before injury and at the last follow-up. RESULTS: The mean follow-up periods were 28.1 months in group I and 31.6 months in group II. Range of motion of the knee was not different from that of the unaffected side in most cases except one flexion deficit in group I and three in group II (n.s.). One in group I and three in group II showed grade two or three laxity on Lachman test at the last follow-up. One in group I and three in group II showed clear positive results on Pivot shift test at the last follow-up. Thirty in group I and 26 in group II were classified to IKDC A or B at the last follow-up (n.s.). Median Lysholm scores were 98 (85-100) in group I and 99 (85-100) in group II at the last follow-up (n.s.). Median Tegner activity scales were 6 (5-9) in group I and 6 (4-9) in group II at the last follow-up (n.s.). The mean SSD at the last follow-up were 1.4 ± 2.0 mm in group I and 1.9 ± 2.4 mm in group II (n.s.). CONCLUSION: Clinical and radiological outcomes of ACL reconstruction with two-stranded free tendon Achilles allograft were comparable to those of four-stranded autogenous hamstring tendon. This technique is reasonable to accomplish good results without some weaknesses when using allograft with bone block. LEVEL OF EVIDENCE: Therapeutic randomized controlled prospective study, Level I.","2011","2026-07-23 01:39:09","2026-07-23 01:39:09","","816-22","","5","19","","Knee Surg Sports Traumatol Arthrosc","","","","","","","Germany","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"78N9GRHR","journalArticle","2011","Zaffagnini S; Bruni D; Marcheggiani Muccioli GM; Bonanzinga T; Lopomo N; Bignozzi S; Marcacci M","Single-bundle patellar tendon versus non-anatomical double-bundle hamstrings ACL reconstruction: a prospective randomized study at 8-year minimum follow-up.","Knee Surg Sports Traumatol Arthrosc","","","10.1007/s00167-010-1225-y","","PURPOSE: The purpose of this study was to compare subjective, objective and radiographic outcome of the lateralized single-bundle bone-patellar tendon-bone autograft with a non-anatomical double-bundle hamstring tendons autograft anterior cruciate ligament (ACL) reconstruction technique at long-term follow-up. METHODS: Seventy-nine non-consecutive randomized patients (42 men; 37 women) with unilateral ACL insufficiency were prospectively evaluated, before and after ACL reconstruction by means of the above-mentioned techniques, with a minimum follow-up of 8 years (range 8-10 years; mean 8.6 years). In the double-bundle hamstrings technique, we used one tibial and one femoral tunnel combined with one ""over-the-top"" passage, cortical staple's fixation and we left intact hamstrings' tibial insertion. Patients were evaluated subjectively and objectively, using IKDC score, Tegner level, manual maximum displacement test with KT-2000™ arthrometer. Radiographic evaluation was performed according to IKDC grading system, and re-intervention rate for meniscal lesions was also recorded. RESULTS: The subjective and objective IKDC were similar in both groups while double-bundle hamstrings group showed significantly higher Tegner level (P = 0.0007), higher passive range of motion recovery (P = 0.0014), faster sport resumption (P = 0.0052), lower glide pivot-shift phenomenon (P = 0.0302) and lower re-intervention rate (P = 0.0116) compared with patellar tendon group. Radiographic evaluation showed significant lower objective degenerative changes in double-bundle hamstrings group at final follow-up (P = 0.0056). CONCLUSION: Although both techniques provide satisfactory results, double-bundle ACL reconstruction shows better functional results, with a faster return to sport activity, a lower re-operation rate and lower degenerative knee changes.","2011","2026-07-23 01:39:09","2026-07-23 01:39:09","","390-7","","3","19","","Knee Surg Sports Traumatol Arthrosc","","","","","","","Germany","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C3DMWWK3","journalArticle","2010","Pässler HH","[Anatomic anterior cruciate ligament reconstruction with hamstrings using press-fit fixation without hardware: operative technique and long-term results of a prospective and randomized study].","Unfallchirurg","","","10.1007/s00113-010-1791-y","","An innovative technique for anterior cruciate ligament (ACL) reconstruction has been developed in 1998 which allows the grafts to be fixed by press-fit to the femoral and tibial tunnel without any hardware. The semitendinosus (ST) and gracilis tendons (GT) are built into a sling by tying a knot with the tendon ends and securing the knot after conditioning by sutures. For the femoral tunnel the anteromedial porta is used. The correct anatomic position of the single femoral tunnel is checked using intraoperative lateral fluoroscopy by placing the tip of a K-wire to a point between the anteromedial and posterolateral bundle insertion sites. A femoral bottleneck tunnel is drilled to receive the knot of the tendons. The tendon loops filled the tibial tunnel without any suture material. The loops are fixed at the tibial tunnel outlet with tapes over a bone bridge. Between 1998 and 1999 a prospective randomized study (level 1) was conducted comparing this technique with a technique using bone-patellar-tendon graft and press-fit fixation without hardware. In conclusion it was found that implant-free press-fit ACL reconstruction using bone-patella-tendon (BPT) and hamstring tendon (HT) grafts proved to be an excellent procedure to restore stability and function of the knee. Using hamstring tendons (ST and GT) significantly lower donor site morbidity was noted. Kneeling and knee walking pain persisted to be significantly more intense in the BPT up to 9 years after the operation. Re-rupture rates, subjective findings, knee stability and isokinetic testing showed similar results for both grafts. This is the first level I study which demonstrates cartilage protection by ACL reconstruction as long as the meniscus is intact at index surgery, shown by bilateral MRI analysis 9 years post-operation. There was no significant difference in the average grade of chondral and meniscus lesions between BPT and HT and in comparison of the operated to the intact knee, except for grade 3-4 lesions found at the 9 year follow-up, which were significantly higher in the BPT group.","2010","2026-07-23 01:39:09","2026-07-23 01:39:09","","555-60","","7","113","","Unfallchirurg","","","","","","","Germany","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8JL3GD8Y","journalArticle","2010","Moraiti CO; Stergiou N; Vasiliadis HS; Motsis E; Georgoulis A","Anterior cruciate ligament reconstruction results in alterations in gait variability.","Gait Posture","","","10.1016/j.gaitpost.2010.04.008","","INTRODUCTION: The temporal structure of gait variability has shown that healthy human gait exhibits long-range correlations and deterministic properties which allow the neuromuscular system to be flexible and adaptable to stresses. Pathology results in deterioration of these properties. We examined structure of gait variability after ACL reconstruction with either BPTB or quadrupled ST/G tendon autografts. METHODS: Six patients with BPTB reconstruction, six with ST/G reconstruction and six healthy controls walked on a treadmill at their self-selected pace. Two minutes of continuous kinematic data were recorded with a 6-camera optoelectronic system. The nonlinear measure of the largest Lyapunov Exponent (LyE) was estimated from the knee flexion-extension time series from 100 continuous walking strides to assess the structure of gait variability. RESULTS: The reconstructed limbs in both reconstructed groups exhibited significantly larger LyE values than the control limbs (p<0.05), even though clinical outcomes indicated complete restoration. No significant differences were found between the two autografts. In addition, the intact contralateral leg produced significant higher LyE values as compared with the ACL-reconstructed leg in both groups. No interaction was found. DISCUSSION: The larger LyE values indicate that the reconstructed knees of both reconstructed groups exhibit more divergence in the movement trajectories during gait. The larger Lye values found in the intact leg in both reconstructed groups could be interpreted as a compensatory mechanism. However, the increased divergence found in both limbs may present an alternative explanation for the impaired neuromuscular performance and increased susceptibility to future pathology, which is supported by the increased amount of osteoarthritis found in ACL-reconstructed patients.","2010","2026-07-23 01:39:09","2026-07-23 01:39:09","","169-75","","2","32","","Gait Posture","","","","","","","England","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"X7MJK5G6","journalArticle","2010","Barenius B; Nordlander M; Ponzer S; Tidermark J; Eriksson K","Quality of life and clinical outcome after anterior cruciate ligament reconstruction using patellar tendon graft or quadrupled semitendinosus graft: an 8-year follow-up of a randomized controlled trial.","Am J Sports Med","","","10.1177/0363546510369549","","BACKGROUND: Randomized controlled trials after anterior cruciate ligament reconstructions with long-term follow-up including assessment of health-related quality of life are rare. PURPOSE: To compare clinical outcome and health-related quality of life 8 years after anterior cruciate ligament reconstruction using 2 types of graft. STUDY DESIGN: Randomized controlled trial; Level of evidence, 1. METHODS: Long-term follow-up of 164 patients with anterior cruciate ligament injury randomized to arthroscopic reconstruction with a quadrupled semitendinosus graft or a bone-patellar tendon-bone graft was undertaken. After a mean 8 years, 153 patients were available for follow-up, including instrumented laxity, 1-legged hop test, a knee-walking test, and assessment with International Knee Documentation Committee, Lysholm, Tegner, and patellofemoral pain score. Health-related quality of life was assessed with Knee Osteoarthritis Outcome Score and Short Form-36. RESULTS: Patients in both graft groups retained the same stability, knee function, and health-related quality of life. The patellofemoral pain score was similar for both groups; the bone-patellar tendon-bone group had more donor site morbidity from kneeling and knee walking. In the bone-patellar tendon-bone group, 19 patients had no kneeling problems, 23 slight problems, 31 moderate problems, and 5 unable to kneel. Corresponding figures for the semitendinosus group were 25, 32, 16, and 2 (P < .001). Patients with early reconstructions (<5 months) had a lower risk for meniscal injuries (37%) than did later reconstructed (62%, P = .008). Health-related quality of life regarding physical functioning in Short Form-36 was better for the early-reconstructed patients than for the later reconstructed (92 vs 85; P = .014). Patients without medial meniscal surgery had higher Knee Osteoarthritis Outcome Scores for all subscales than did patients with medial meniscal surgery, with most significant difference for sport and recreation (63 vs 75, P = .008). CONCLUSION: In the long term, the semitendinosus graft provided similar stability, knee function, and health-related quality of life but with less kneeling morbidity than did the bone-patellar tendon-bone graft.","2010","2026-07-23 01:39:09","2026-07-23 01:39:09","","1533-41","","8","38","","Am J Sports Med","","","","","","","United States","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DP2I5VSH","journalArticle","2010","Holm I; Oiestad BE; Risberg MA; Aune AK","No difference in knee function or prevalence of osteoarthritis after reconstruction of the anterior cruciate ligament with 4-strand hamstring autograft versus patellar tendon-bone autograft: a randomized study with 10-year follow-up.","Am J Sports Med","","","10.1177/0363546509350301","","BACKGROUND: The choice of different graft types and surgical techniques used when reconstructing a torn anterior cruciate ligament may influence the long-term prevalence of osteoarthritis and functional outcomes. HYPOTHESIS: There are no differences in the prevalence of knee osteoarthritis or knee function in patients undergoing reconstruction of a torn anterior cruciate ligament with 4-strand hamstring autograft versus patellar tendon-bone autograft. STUDY DESIGN: Randomized controlled trial; Level of evidence, 1. METHODS: Seventy-two patients with subacute or chronic rupture of the anterior cruciate ligament were randomly assigned to autograft reconstruction with 4-strand gracilis and semitendinosus tendon (HAM) (N = 37) or with patellar tendon-bone (PTB) (N = 35) from the ipsilateral side. Outcome measurements were the Cincinnati knee score, single-legged hop tests, isokinetic muscle strength tests, pain, knee joint laxity test (KT-1000 arthrometer), and a radiologic evaluation (Kellgren and Lawrence) at 10-year follow-up. RESULTS: At 10 years, 57 patients (79%) were eligible for evaluation-29 in the HAM group and 28 in the PTB group. No differences were found between the 2 graft groups with respect to the Cincinnati knee score, the single-legged hop tests, pain, muscle strength measurements, or knee joint laxity. Fifty-five percent and 64% of the patients had osteoarthritis corresponding to Kellgren and Lawrence grade 2 or more in the HAM and the PTB groups, respectively (P =.27). For the uninvolved knee, the corresponding numbers were 28% and 22% (P = .62). CONCLUSION: At 10 years postoperatively, no statistically significant differences in clinical outcome between the 2 graft types were found. The prevalence of osteoarthritis was significantly higher in the operated leg than in the contralateral leg, but there were no significant differences between the 2 groups. The results indicate that the choice of graft type after an anterior cruciate ligament injury has minimal influence on the prevalence of osteoarthritis 10 years after surgery.","2010","2026-07-23 01:39:09","2026-07-23 01:39:09","","448-54","","3","38","","Am J Sports Med","","","","","","","United States","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TX8CBE6Z","journalArticle","2010","Ghalayini SR; Helm AT; Bonshahi AY; Lavender A; Johnson DS; Smith RB","Arthroscopic anterior cruciate ligament surgery: results of autogenous patellar tendon graft versus the Leeds-Keio synthetic graft five year follow-up of a prospective randomised controlled trial.","Knee","","","10.1016/j.knee.2009.09.008","","We conducted a prospective, randomised controlled trial comparing anterior cruciate ligament reconstruction using middle third patellar tendon graft (PT) to synthetic Leeds-Keio (LK) ligament. The patients were randomised (26 PT, 24 LK). Subjective knee function was classified (Lysholm, Tegner activity, IKDC scores), laxity was measured (Lachman test, Stryker laxometer), and functional ability was assessed (one-hop test). There were no significant differences between Lysholm or IKDC scores at any stage by 5 years. Significant differences were found between the groups at 2 years for Tegner activity scores, laxity and one-hop testing. By 5 years there were no significant differences. Clinical equivalence was demonstrated between the two groups for the Lysholm score and one-hop test but not for the Tegner activity score at 5 years. The use of the LK ligament has been largely abandoned due to reports of its insufficiency. Our results demonstrate that it is not as inferior as one might expect. We conclude that the results of LK ligament ACL reconstruction are as acceptable as those using PT. It may provide an additional means of reconstruction where no suitable alternative is present.","2010","2026-07-23 01:39:09","2026-07-23 01:39:09","","334-9","","5","17","","Knee","","","","","","","Netherlands","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9ZZ8BU76","journalArticle","2010","Heijne A; Werner S","A 2-year follow-up of rehabilitation after ACL reconstruction using patellar tendon or hamstring tendon grafts: a prospective randomised outcome study.","Knee Surg Sports Traumatol Arthrosc","","","10.1007/s00167-009-0961-3","","Sixty-eight patients were clinically evaluated preoperatively, 3, 5, 7, 9 months, 1 and 2 years after ACL reconstruction, 34 with patellar tendon graft, 34 with hamstring graft. Outcome regarding graft choice and anterior knee laxity (P = 0.04) was in favour of patellar tendon graft. Hamstring graft led to a larger laxity, 2.4 mm compared with patellar tendon graft, 1.3 mm at 1 year and 2.5 mm and 1.5 mm, respectively, at 2 years (P = 0.05). There was a significant difference in rotational knee stability in favour of the patellar tendon graft at all test occasions but 9 months. A general effect regarding graft choice and muscle torque was found at 90 degrees/s for quadriceps (P = 0.03) and hamstrings (P < or = 0.0001) and at 230 degrees/s for hamstrings (P < or = 0.0001). No treatment effect regarding graft choice and one-leg hop test, postural sway or knee function was found. No group differences in anterior knee pain were found at any of the test occasions but 2 years in favour of hamstring graft compared to patellar tendon graft (P = 0.04). Patellar tendon graft resulted in higher activity level than hamstring graft at all test occasions but 1 year (P = 0.01). Patellar tendon ACL reconstruction led to more stable knees with less anterior knee laxity and less rotational instability than hamstring ACL reconstruction. Hamstring graft patients had not reached preoperative level in hamstring torque even 2 years after ACL reconstruction. Athletes with patellar tendon graft returned to sports earlier and at a higher level than those with hamstring graft.","2010","2026-07-23 01:39:09","2026-07-23 01:39:09","","805-13","","6","18","","Knee Surg Sports Traumatol Arthrosc","","","","","","","Germany","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Y6MQCH92","journalArticle","2009","Taylor DC; DeBerardino TM; Nelson BJ; Duffey M; Tenuta J; Stoneman PD; Sturdivant RX; Mountcastle S","Patellar tendon versus hamstring tendon autografts for anterior cruciate ligament reconstruction: a randomized controlled trial using similar femoral and tibial fixation methods.","Am J Sports Med","","","10.1177/0363546509339577","","BACKGROUND: Controversy remains over the most appropriate graft for anterior cruciate ligament reconstruction. HYPOTHESIS: There is no significant difference in outcomes after 4-strand hamstring and patellar tendon autograft anterior cruciate ligament reconstructions using similar fixation techniques. STUDY DESIGN: Randomized controlled trial; Level of evidence, 1. METHODS: Between August 2000 and May 2003, 64 Keller Army Hospital patients with complete anterior cruciate ligament tears were randomized to hamstring (n = 32) or patellar tendon (n = 32) autograft anterior cruciate ligament reconstruction. Operative graft fixation and rehabilitative techniques were the same for both groups. Follow-up assessments included the Single Assessment Numeric Evaluation score, Lysholm score, International Knee Documentation Committee score, and Knee Injury and Osteoarthritis Outcome Score. Postoperative radiographs were analyzed for tunnel location and orientation. RESULTS: Eleven women and 53 men were randomized. Eighty-three percent of the patients (53 of 64) had follow-up of greater than 2 years, or to the point of graft rupture or removal (average follow-up, 36 months). Four hamstring grafts (12.5%) and three patellar tendon grafts (9.4%) (P = .71) ruptured. One deep infection in a hamstring graft patient necessitated graft removal. Forty-five of the 56 patients with intact grafts had greater than 2-year follow-up. Patients with patellar tendon grafts had greater Tegner activity scores (P = .04). Single Assessment Numeric Evaluation scores were 88.5 (95% confidence interval: 83.1, 93.8) and 90.1 (95% confidence interval: 85.2, 96.1) for the hamstring and patellar tendon groups, respectively (P = .53). Lysholm scores were 90.3 (95% confidence interval: 84.4, 96.1) and 90.4 (95% confidence interval: 84.5, 96.3) for the hamstring and patellar tendon groups, respectively (P = .97). There were no significant differences in knee laxity, kneeling pain, isokinetic peak torque, International Knee Documentation Committee score, or Knee Injury and Osteoarthritis Outcome Scores. Postoperative graft rupture correlated with more horizontal tibial tunnel orientation. CONCLUSION: Hamstring and patellar tendon autografts provide similar objective, subjective, and functional outcomes when assessed at least 2 years after anterior cruciate ligament reconstruction.","2009","2026-07-23 01:39:09","2026-07-23 01:39:09","","1946-57","","10","37","","Am J Sports Med","","","","","","","United States","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
